ID;weight;height;age;dateOfBirth;fullName;gender;smoking;drinking
33ZAVOZ0;92;194;65;1952-05-10;t g;MALE;Yes;Yes
VM85HGZA;72;168;76;1941-12-06;b g;FEMALE;No;No
9H7KD1B8;62;166;53;1964-02-19;j g;MALE;Yes;No
KM3LS7NL;57;163;12;2005-11-09;k l;MALE;Yes;No
0Q7UO80F;98;179;58;1960-01-18;t g;MALE;No;Yes
9LKMR4WU;71;187;38;1979-04-21;k l;MALE;No;Yes
8SHJJQZZ;70;160;52;1966-01-21;b l;FEMALE;No;Yes
ILXOK73L;115;187;26;1991-08-18;k l;MALE;Yes;No
1NMFM8DC;80;179;50;1967-03-11;b g;FEMALE;No;No
GZMRM8KY;65;171;29;1988-12-01;a l;FEMALE;Yes;No
K7FRFHQZ;84;190;38;1979-11-05;t l;MALE;No;No
LU8CAHP9;60;167;15;2003-01-29;t g;MALE;Yes;No
S5CZEHCE;65;177;39;1978-10-20;j g;MALE;No;No
YT8M3PBM;92;175;48;1969-03-24;j o;MALE;No;Yes
668D65V5;50;168;57;1960-02-13;a o;FEMALE;No;No
K07ZE1U1;76;183;31;1986-05-01;j l;MALE;Yes;Yes
I5VZ31ZL;99;173;64;1953-12-09;j g;MALE;Yes;Yes
KYWZRHXI;83;185;75;1942-10-29;c g;FEMALE;No;Yes
SB9CNGDN;62;169;41;1976-12-18;b o;FEMALE;Yes;No
SNE0RAO5;65;166;44;1973-09-21;b o;FEMALE;Yes;No
S1LD1KES;54;160;15;2002-02-24;c o;FEMALE;No;Yes
WIRTW89D;90;177;38;1980-01-15;a g;FEMALE;Yes;No
7N4SXZRL;51;175;75;1942-06-27;a o;FEMALE;No;No
REZIX4NJ;55;175;67;1950-04-21;c l;FEMALE;Yes;Yes
K08EUI8F;81;165;9;2008-09-10;k l;MALE;No;Yes
0RVDSY7Z;55;177;44;1973-11-28;a o;FEMALE;Yes;Yes
CGHRJJIM;67;181;48;1969-10-24;j o;MALE;No;No
2431YNIO;50;180;59;1958-04-04;a g;FEMALE;Yes;Yes
N40ZGI2D;103;174;52;1965-08-07;k g;MALE;No;No
OQTDB6VN;102;200;60;1957-12-17;c l;FEMALE;No;Yes
6I39RIJF;100;183;12;2005-09-18;t g;MALE;No;No
6M08GLM6;70;181;29;1988-02-16;b l;FEMALE;Yes;Yes
4BV3JKLP;97;184;16;2001-06-06;b o;FEMALE;No;Yes
7XJP4NIS;119;189;34;1983-07-16;k l;MALE;Yes;Yes
9MWYXXL6;68;188;38;1979-09-09;k g;MALE;Yes;No
PEZRDA0E;72;190;72;1945-03-30;c g;FEMALE;Yes;No
64F1F7NG;55;163;63;1954-07-08;j o;MALE;Yes;No
5LHO0DFM;86;200;55;1962-06-21;c l;FEMALE;No;Yes
0276SJTZ;85;164;9;2008-04-23;j g;MALE;Yes;Yes
DPRX1QNN;52;167;24;1993-09-04;c l;FEMALE;Yes;Yes
LVM2JZP5;99;180;47;1970-03-03;j g;MALE;No;No
LLVF9KAL;75;163;61;1956-04-16;k o;MALE;Yes;Yes
JH80GRJ1;82;196;23;1994-07-15;a o;FEMALE;Yes;No
RXNPQ964;104;196;27;1990-08-05;t o;MALE;Yes;No
TC8GYEXZ;101;192;23;1994-07-03;j g;MALE;No;Yes
CL47BFML;74;171;67;1950-07-23;c g;FEMALE;Yes;Yes
X0ZNK960;79;173;29;1988-11-17;t l;MALE;No;No
H6FSUH15;96;182;28;1989-06-03;j l;MALE;Yes;Yes
X1RGHULD;65;166;21;1997-01-11;k l;MALE;No;Yes
I7NMD1ZN;80;173;41;1977-01-08;k g;MALE;No;Yes
Q9UILTOO;99;175;62;1955-05-28;k l;MALE;No;Yes
NS71665I;74;190;27;1990-07-14;t o;MALE;Yes;No
8CXCQD5G;66;173;36;1981-03-18;j o;MALE;No;Yes
7KQIWJSX;107;198;30;1987-04-20;b g;FEMALE;Yes;No
W5J64XCK;83;181;25;1992-07-13;j g;MALE;No;Yes
8RX70S25;76;172;45;1972-08-20;j g;MALE;No;Yes
6MC4L2SJ;63;167;24;1993-10-16;j l;MALE;Yes;Yes
Z6GSXBMA;83;163;18;1999-07-15;t l;MALE;Yes;Yes
9V26FQ3B;61;179;73;1944-04-28;a o;FEMALE;Yes;Yes
UD2P5ZVU;86;195;28;1989-07-21;j o;MALE;No;No
NK8JU12P;60;185;28;1990-01-17;b o;FEMALE;No;No
KYPQMTMK;102;195;77;1940-12-28;c g;FEMALE;Yes;Yes
R6IYFR3P;90;183;50;1967-04-14;b g;FEMALE;No;Yes
KYGWQ592;79;192;25;1992-10-29;c l;FEMALE;No;No
X98ISYNX;59;178;29;1988-05-06;c g;FEMALE;No;No
3NIJXSPG;92;197;25;1992-11-14;k o;MALE;Yes;No
QUSWIZCU;107;186;9;2008-12-10;j g;MALE;No;No
ADP7EV6V;90;197;15;2002-06-04;t o;MALE;No;No
H4CCYL2C;55;182;10;2008-01-03;b o;FEMALE;No;No
UX8K29YA;71;170;12;2005-05-29;c g;FEMALE;No;No
0EY01RR9;51;173;57;1960-11-02;c g;FEMALE;No;Yes
HB14IVUO;55;171;49;1968-09-22;k l;MALE;Yes;Yes
DHUZ5OD5;99;171;40;1977-03-06;j o;MALE;No;Yes
7MKXC2DZ;74;168;58;1959-09-27;b l;FEMALE;No;No
NPPR24C1;88;176;29;1988-09-27;c l;FEMALE;Yes;Yes
H33X7U4M;38;165;38;1979-03-28;c g;FEMALE;Yes;No
Z98W3ZEA;97;173;62;1955-05-22;j g;MALE;Yes;No
MJ5FGRDT;65;174;60;1957-12-18;k l;MALE;Yes;Yes
K0IM7S62;119;198;77;1940-04-29;k l;MALE;Yes;No
T3W4AZX4;86;174;50;1967-02-17;k g;MALE;No;No
SXOMO57T;123;200;11;2006-07-14;t l;MALE;No;Yes
PAV000VF;70;173;15;2002-10-28;j g;MALE;Yes;Yes
12N3GL3S;58;180;11;2006-07-16;a g;FEMALE;No;No
NTPWYPR9;100;187;77;1940-07-23;a g;FEMALE;No;Yes
TTIXN74B;92;200;36;1981-05-25;a g;FEMALE;No;No
UKSE4G08;66;175;25;1993-01-02;k l;MALE;No;No
7EI8FMRP;87;170;22;1995-03-16;k o;MALE;Yes;No
E23M3BAT;68;192;75;1942-05-03;a l;FEMALE;Yes;No
WM94IO0A;100;185;50;1967-10-10;c l;FEMALE;No;Yes
B4M57ETF;40;168;59;1958-04-02;b l;FEMALE;No;No
J83TNXGM;104;195;17;2000-10-16;a g;FEMALE;No;No
M020OQL8;73;192;76;1941-08-29;c g;FEMALE;Yes;No
V2T6L7SZ;85;200;63;1954-03-26;t g;MALE;No;No
8P65DY1C;51;180;34;1983-07-08;a o;FEMALE;Yes;Yes
CSY5Z747;56;175;31;1986-07-16;c g;FEMALE;No;Yes
GWLB9PDS;64;171;64;1953-10-20;j g;MALE;Yes;No
EPO81J94;113;199;65;1952-10-23;c g;FEMALE;Yes;Yes
0CE0IWLR;67;172;62;1955-09-03;c o;FEMALE;Yes;Yes
ROIS3SOH;71;187;17;2000-10-11;a o;FEMALE;No;Yes
SV7XOFGP;83;192;75;1942-12-04;t o;MALE;No;Yes
ONHKATLE;58;171;72;1945-02-25;b l;FEMALE;No;Yes
WE7N9FM7;83;196;59;1958-04-11;t g;MALE;Yes;Yes
KGYD7HDM;93;193;21;1996-09-30;b l;FEMALE;Yes;No
5GWVGNIC;121;192;58;1959-06-08;k g;MALE;Yes;No
E337BRHV;69;195;34;1983-08-19;a l;FEMALE;Yes;No
H9M5SFPW;119;189;62;1955-05-07;t o;MALE;Yes;No
VWIOW8QG;61;169;46;1971-11-26;j g;MALE;No;Yes
0V7FSA6N;82;169;50;1967-05-11;j o;MALE;Yes;No
ESMI458K;96;190;76;1941-09-18;a o;FEMALE;No;Yes
CJ2AUUH9;68;164;73;1944-10-29;c l;FEMALE;No;Yes
4KE59SJ7;95;168;57;1960-08-19;j g;MALE;Yes;Yes
ZNXP7BIL;76;181;13;2004-05-13;j g;MALE;Yes;Yes
0E5V0J5I;105;187;39;1979-01-26;c g;FEMALE;No;Yes
C03WRLBP;63;176;32;1985-05-14;k o;MALE;Yes;Yes
CY52JFEI;49;175;74;1943-08-09;a o;FEMALE;No;No
ZSJYM553;60;173;11;2006-11-17;b o;FEMALE;No;Yes
39Z5QLO5;81;176;56;1961-05-22;b o;FEMALE;Yes;Yes
6ZRWHZW0;68;175;73;1944-04-06;k o;MALE;Yes;Yes
1EI8JQUX;52;181;28;1989-12-14;b o;FEMALE;Yes;Yes
X9V7VWVO;45;160;32;1985-03-02;j g;MALE;Yes;Yes
JOQRMPTF;45;160;19;1998-05-29;k g;MALE;No;Yes
74G1X4HN;68;173;75;1942-07-29;c g;FEMALE;No;No
QCP5B1YS;76;169;67;1950-12-05;c o;FEMALE;Yes;Yes
79QXBV0R;58;168;33;1984-06-16;t o;MALE;Yes;No
NZIWWB6D;99;186;62;1955-04-15;c l;FEMALE;Yes;Yes
HBVU1VLV;87;171;60;1957-10-13;j l;MALE;Yes;No
YC62K5DM;73;189;17;2000-11-22;c g;FEMALE;No;Yes
ZXQGSYIO;75;184;15;2002-07-20;a o;FEMALE;Yes;Yes
P0YSFYCH;124;194;12;2005-04-28;j l;MALE;Yes;No
UVMSNZDK;51;173;54;1964-01-30;b g;FEMALE;No;No
8K8E4SKY;73;178;46;1971-09-07;t l;MALE;Yes;Yes
Q3XMF9MN;62;162;22;1995-10-17;j g;MALE;Yes;No
SGUZAVX7;96;193;40;1977-12-04;j l;MALE;No;No
A7MTK46V;87;170;73;1945-01-03;k o;MALE;No;Yes
956CX9S1;108;199;41;1976-07-21;k o;MALE;Yes;No
YCBRUI36;58;169;64;1953-08-22;k g;MALE;No;Yes
W6PP2TYN;124;196;27;1990-07-03;j l;MALE;Yes;Yes
3M14XIPZ;94;168;58;1959-06-09;t l;MALE;Yes;No
VD00NE49;46;170;16;2002-01-15;c o;FEMALE;No;No
WQBBU9PD;93;193;56;1961-05-05;c g;FEMALE;No;No
GE7ZPY21;80;194;48;1970-01-29;b g;FEMALE;Yes;Yes
7QFJG41E;48;176;75;1942-03-09;a o;FEMALE;No;No
O9I9DGSH;87;174;20;1997-11-11;b l;FEMALE;No;No
TPUEOIQT;73;163;41;1976-07-16;t o;MALE;No;No
GBJRKO5J;78;160;21;1996-08-03;j l;MALE;No;No
GGF3ELZE;58;160;28;1989-08-08;c o;FEMALE;Yes;No
OWFBZZZZ;92;176;17;2000-09-17;j l;MALE;No;Yes
ZD9IFDSO;102;179;40;1977-02-24;k g;MALE;Yes;No
XWP3WKCT;82;180;49;1968-12-07;c g;FEMALE;No;Yes
AD31A5OW;79;183;59;1958-11-15;t g;MALE;No;No
T8IIW4DG;119;200;17;2001-02-06;a l;FEMALE;No;No
0XIVOOS5;97;196;60;1957-09-05;k o;MALE;No;Yes
71CW84Q7;75;163;21;1997-01-14;k o;MALE;No;No
OR3J8S2X;60;179;64;1953-07-25;j l;MALE;No;No
WVO4OXST;94;180;63;1954-06-22;k l;MALE;Yes;No
X5V5JN3X;85;179;34;1983-12-02;a g;FEMALE;Yes;No
HAK0OX8C;114;186;64;1953-11-18;t l;MALE;Yes;Yes
B3XAAXY4;62;167;40;1977-06-05;b l;FEMALE;No;Yes
OZUAU5YS;55;160;9;2008-03-27;c l;FEMALE;No;Yes
7G4FKJZF;70;170;69;1948-11-09;k l;MALE;Yes;No
NU4FM4FS;60;164;18;1999-04-29;k g;MALE;No;No
VOB2HCHG;69;168;62;1955-09-27;b o;FEMALE;Yes;Yes
A7UF7IKY;43;160;25;1992-09-10;t o;MALE;No;Yes
9QWLUD26;96;182;75;1942-09-23;b l;FEMALE;Yes;Yes
SKSPJKAY;78;195;23;1994-05-18;b l;FEMALE;No;Yes
KPE0V3AM;107;189;22;1995-06-09;j g;MALE;No;Yes
34E2GTWF;85;182;54;1963-03-13;b g;FEMALE;No;No
7HJFXBC2;101;198;14;2003-11-23;t l;MALE;No;Yes
9KB1YD8I;80;180;44;1973-09-27;t g;MALE;Yes;No
2JZQUN64;94;191;75;1942-04-26;k o;MALE;No;Yes
DXFIE6YG;99;172;15;2002-11-04;t g;MALE;No;Yes
JZW2KU4N;90;162;52;1965-09-29;t g;MALE;Yes;No
SQXZV6K8;83;165;39;1978-09-05;t o;MALE;No;No
J75Y2Z2B;91;193;44;1973-11-23;a l;FEMALE;Yes;Yes
ST21SQUN;89;185;62;1956-01-28;t o;MALE;Yes;Yes
NMCTIKSN;98;194;60;1957-07-10;b g;FEMALE;No;Yes
TD1H8NCT;105;186;58;1959-03-17;b o;FEMALE;Yes;No
GR88U70P;92;200;58;1959-12-30;t o;MALE;Yes;No
KGU0NM3Y;73;195;23;1995-01-04;b o;FEMALE;Yes;Yes
KLKCK37Z;75;179;67;1950-09-08;b o;FEMALE;No;Yes
3TVWJFPS;41;161;20;1997-07-29;k o;MALE;No;Yes
Z1JKBQ9U;90;187;61;1957-01-15;c o;FEMALE;Yes;Yes
SHVZ1GD9;68;169;47;1970-10-31;a l;FEMALE;Yes;No
VWM6PQLP;58;160;68;1949-11-27;c l;FEMALE;No;Yes
B82WP90T;120;195;43;1974-06-22;k o;MALE;Yes;No
XD2KVJ7D;91;176;26;1991-08-25;c o;FEMALE;Yes;Yes
KWIUUEJB;62;171;23;1994-04-18;a o;FEMALE;Yes;Yes
74O7GAQ6;87;185;48;1969-12-16;a l;FEMALE;No;No
UBQJKI3Y;85;165;27;1991-02-02;b g;FEMALE;No;No
0QR1EUBF;101;195;41;1976-02-15;j g;MALE;Yes;Yes
VGFLGO4P;59;175;52;1966-01-30;b g;FEMALE;No;No
CMY5G2GT;99;179;44;1973-12-19;c g;FEMALE;Yes;Yes
AEYP84FY;87;173;50;1967-06-16;a o;FEMALE;No;Yes
EK8QJJUB;73;183;27;1990-06-30;c l;FEMALE;Yes;No
TH9IDY9T;72;188;30;1987-10-08;k g;MALE;Yes;No
0B7FACPL;72;164;67;1950-07-03;t o;MALE;No;Yes
L2BD9C3C;103;185;27;1990-07-27;c l;FEMALE;No;Yes
JJA3FD3Z;117;200;44;1974-01-20;j l;MALE;Yes;Yes
DMF2R20V;101;197;24;1993-03-18;k g;MALE;No;No
HYWGWYUH;33;160;57;1960-10-18;b o;FEMALE;Yes;Yes
G19GYG6S;77;188;51;1966-06-25;t g;MALE;No;No
2TRENJZS;59;166;38;1979-05-15;t l;MALE;No;Yes
6VARY5MM;89;181;68;1949-02-14;c l;FEMALE;No;No
KREWVM8F;67;191;69;1948-10-01;b o;FEMALE;No;No
0XK0MCK5;79;193;64;1953-03-19;k g;MALE;Yes;No
JNOSTQ7P;55;181;41;1976-08-15;b o;FEMALE;No;No
58FEPEOR;93;194;46;1971-07-14;k g;MALE;Yes;No
UH3YS0XG;105;185;12;2005-09-09;b l;FEMALE;Yes;Yes
NBKUA0K3;90;174;12;2006-01-31;t g;MALE;No;Yes
P0EOBS1E;50;169;65;1952-12-02;a g;FEMALE;No;No
0R9IOWHZ;99;199;18;1999-07-04;t l;MALE;No;Yes
5ZWM2J7S;91;172;38;1979-09-02;t l;MALE;Yes;No
A4QSNOU9;85;195;64;1953-10-19;a g;FEMALE;No;No
0R81QPEI;101;187;62;1956-01-21;b g;FEMALE;Yes;Yes
XSKQ23TO;66;166;49;1968-06-08;k l;MALE;Yes;No
3EFZ6FNR;70;165;70;1947-03-12;j o;MALE;No;Yes
JQ9IRHE2;66;185;30;1987-08-11;b o;FEMALE;No;No
J46WVOW1;94;180;74;1943-03-05;t l;MALE;Yes;No
8G6QOB2L;89;198;71;1946-03-16;k g;MALE;Yes;Yes
U16C93ML;51;176;43;1974-06-03;b g;FEMALE;Yes;No
8C1KXLEJ;90;188;15;2002-04-24;c o;FEMALE;No;No
NBUY8ACP;101;189;58;1959-06-21;b g;FEMALE;No;Yes
BKOMJEAC;98;193;32;1985-07-01;t o;MALE;Yes;Yes
9YTI4BVS;106;189;11;2006-11-01;t l;MALE;No;Yes
UGTXKNKJ;107;193;11;2006-09-21;k l;MALE;No;Yes
XY2XM94N;57;177;11;2007-01-25;c o;FEMALE;No;No
BDHOS1IU;91;177;29;1988-11-23;k g;MALE;Yes;No
4AB8YIXT;52;165;65;1952-08-15;t l;MALE;No;No
IJQSEYWL;72;190;30;1987-05-27;t g;MALE;Yes;No
Z2BFNXXR;51;162;44;1973-09-10;t o;MALE;No;Yes
FNXGQZCH;53;163;37;1980-02-17;j l;MALE;No;Yes
F948J48Z;80;190;25;1992-05-06;t l;MALE;No;No
ISSY6TL0;86;177;33;1985-01-21;j o;MALE;No;No
YY7L165J;96;168;77;1941-01-21;k o;MALE;No;No
SW67A3DR;54;174;72;1945-11-13;j l;MALE;Yes;No
TP4CM0CD;87;191;18;1999-08-18;j l;MALE;No;Yes
G7J5T1FH;94;199;40;1978-02-09;k l;MALE;No;Yes
WXBOX7TR;89;193;74;1944-01-20;j g;MALE;Yes;Yes
7TXRAP75;63;168;42;1975-11-12;b g;FEMALE;Yes;Yes
12QIFASN;78;173;55;1962-05-27;c o;FEMALE;No;Yes
GQVXJK92;83;165;62;1955-07-22;j o;MALE;No;Yes
E48M477E;64;168;23;1994-09-07;b g;FEMALE;Yes;No
ASG3YK2G;96;170;59;1958-09-03;j g;MALE;No;Yes
JWSXT68C;88;200;22;1995-10-12;b g;FEMALE;No;No
T6DAVBCS;129;199;11;2006-11-19;k g;MALE;Yes;No
UGLPK2OD;92;169;77;1940-12-20;k g;MALE;No;No
H69CSPYI;104;192;48;1969-04-06;b l;FEMALE;Yes;No
S6KI4ALG;58;168;48;1969-08-02;j l;MALE;Yes;No
0BWN6SXQ;53;176;34;1984-02-01;b o;FEMALE;Yes;No
536HB8UU;69;177;36;1981-05-12;k o;MALE;No;Yes
CYP9E528;97;196;52;1965-05-11;a o;FEMALE;Yes;No
TK8BE63N;59;185;70;1947-07-19;a l;FEMALE;No;No
3AHVMVAA;38;166;23;1994-10-23;b o;FEMALE;Yes;Yes
YRPI5OUQ;100;170;41;1976-08-07;k o;MALE;No;Yes
VE2P6Y1A;109;187;22;1995-10-26;t l;MALE;Yes;Yes
JHGPD3P7;79;178;73;1944-04-01;t g;MALE;No;Yes
21WB0WHQ;57;187;69;1948-05-14;c o;FEMALE;No;Yes
CZKJL9M7;87;169;53;1964-03-25;b l;FEMALE;Yes;Yes
FC90SISX;96;196;44;1974-01-22;k o;MALE;No;Yes
4XRIFQML;45;167;54;1963-10-27;c o;FEMALE;No;Yes
SIDX5IYB;90;197;18;2000-02-09;c o;FEMALE;Yes;Yes
RDOB88FX;98;180;44;1973-05-30;t o;MALE;No;No
AA7PNX57;76;163;39;1978-11-16;t l;MALE;Yes;No
EMQZ8CZB;64;189;26;1992-01-22;c o;FEMALE;No;Yes
Y6OUJX4J;74;161;20;1997-04-26;j o;MALE;Yes;No
U6BU4RFK;109;191;37;1980-04-16;k o;MALE;Yes;No
JW6L7VHY;113;196;21;1996-12-07;k g;MALE;Yes;No
U2MQ2LHU;98;195;9;2008-07-13;k o;MALE;Yes;No
HR6W8CNR;99;194;63;1954-04-06;b l;FEMALE;No;No
PA6RPAVQ;67;161;55;1962-05-20;k l;MALE;Yes;Yes
XON936QE;75;189;68;1950-01-04;b l;FEMALE;Yes;No
TQLC3JBD;64;175;10;2007-06-27;j l;MALE;Yes;Yes
R9IZ1V2D;102;187;43;1974-09-06;k o;MALE;Yes;Yes
GQVFYH1H;44;162;22;1995-12-17;t o;MALE;No;No
VW9FVNL2;104;178;24;1993-07-15;k l;MALE;No;No
IZOBOBCR;97;188;49;1968-10-04;b l;FEMALE;Yes;No
97H6GXEA;86;191;66;1951-11-24;t l;MALE;Yes;Yes
SOQWRA7U;100;181;53;1964-02-16;k o;MALE;No;Yes
RAGKEXZV;119;197;14;2003-02-21;t l;MALE;Yes;No
PLICYS87;62;176;58;1959-03-20;j o;MALE;No;Yes
ULK25TOK;70;194;9;2009-01-18;a l;FEMALE;No;No
K4Z20I4Z;80;198;17;2000-12-24;b o;FEMALE;Yes;Yes
1MYE1J23;81;184;22;1995-07-06;b l;FEMALE;Yes;No
4AE1804N;87;165;61;1956-05-19;k g;MALE;Yes;No
MCG5SWZC;79;175;11;2007-01-08;t o;MALE;No;Yes
P5H0419T;85;170;11;2006-03-27;a l;FEMALE;No;Yes
VVWNP11E;100;176;24;1993-03-25;k g;MALE;Yes;No
5AWRBXCG;65;195;40;1977-07-03;b o;FEMALE;Yes;Yes
R54W8SEF;79;167;33;1984-03-21;k l;MALE;Yes;Yes
8V3BT0P1;63;172;60;1957-09-29;k g;MALE;Yes;Yes
VL1FS6Z3;83;198;63;1954-04-06;t o;MALE;No;No
XP4CO17Y;98;200;65;1952-06-20;j l;MALE;Yes;No
ESXX05L1;71;181;22;1995-11-22;b o;FEMALE;Yes;Yes
NHU42TAM;74;191;73;1944-03-06;j g;MALE;No;Yes
E7PDBMRA;59;161;8;2009-12-07;c l;FEMALE;Yes;No
968807EY;76;160;34;1983-06-18;b o;FEMALE;Yes;Yes
XY4CDWJ4;99;200;72;1945-05-24;b l;FEMALE;No;No
B0KLZZEN;62;162;66;1951-05-25;t l;MALE;Yes;No
MDIT89MZ;117;199;56;1961-09-26;t g;MALE;Yes;No
SHTVIGUT;52;164;42;1975-08-11;c l;FEMALE;No;Yes
E9BTCAOG;125;195;67;1950-06-02;j o;MALE;Yes;No
UMIT1WUP;81;196;69;1948-04-23;t l;MALE;Yes;Yes
GJQNLI1H;82;171;35;1982-02-12;a o;FEMALE;Yes;Yes
M9T1QRU9;52;180;39;1978-05-19;a g;FEMALE;No;Yes
296Z0C41;45;164;71;1946-04-17;a g;FEMALE;No;Yes
Y3EYC14I;79;192;37;1980-06-17;k l;MALE;No;No
9FLTI8R7;63;160;32;1985-09-05;a g;FEMALE;No;Yes
PDXG7VEW;88;194;76;1941-08-21;j l;MALE;Yes;No
EE1TL95R;82;167;68;1949-10-06;c o;FEMALE;Yes;No
VEOTRXL6;73;188;16;2001-03-06;j g;MALE;Yes;No
W1675N9Q;103;192;77;1940-07-01;t l;MALE;Yes;Yes
2ESGD4O9;104;190;62;1955-11-09;j o;MALE;Yes;No
8ZG8LPWK;100;191;68;1949-11-08;a o;FEMALE;Yes;No
O7CPLFBX;55;169;53;1964-02-20;j l;MALE;Yes;No
ELJQ9A7J;46;160;30;1987-07-17;t l;MALE;No;Yes
0MAHRLTP;56;169;43;1974-04-27;c l;FEMALE;Yes;No
1JDYEZBW;75;193;17;2000-12-11;k l;MALE;Yes;No
T5P1UC86;125;200;44;1973-05-08;t l;MALE;Yes;Yes
O3BW1690;84;164;61;1956-08-03;a l;FEMALE;Yes;No
CE87XMCR;74;184;16;2001-12-16;t l;MALE;Yes;Yes
47H31647;90;195;75;1942-05-17;a l;FEMALE;Yes;No
DHU92IWH;75;195;74;1943-09-03;a g;FEMALE;No;Yes
BPEGDCEB;74;175;69;1948-07-08;t g;MALE;Yes;Yes
U09ODEH7;109;190;67;1950-03-09;j g;MALE;No;No
5TT7NNCX;99;177;63;1954-09-23;t o;MALE;No;Yes
KHP1WPXT;80;170;47;1970-09-17;c g;FEMALE;Yes;Yes
ENKZC25H;61;175;43;1974-08-29;b l;FEMALE;Yes;Yes
HL2G19QZ;65;173;52;1965-06-08;t o;MALE;No;No
QOKTV4RO;96;180;63;1954-11-20;j l;MALE;No;No
9OP3IHXX;95;191;11;2006-12-22;b g;FEMALE;Yes;No
LI3GMUFN;72;171;35;1982-06-11;j o;MALE;Yes;Yes
UVOFVUC7;79;161;67;1950-11-18;c g;FEMALE;Yes;Yes
GE7H5MTW;82;160;70;1947-03-19;k o;MALE;No;No
O8A9I81Q;65;185;40;1978-01-09;a l;FEMALE;No;No
VJDMF0E7;86;196;41;1977-01-25;a o;FEMALE;No;No
FQ6GZ9E3;54;173;15;2002-03-31;t l;MALE;Yes;Yes
H1NPNZM5;84;185;73;1944-04-28;t l;MALE;No;Yes
8IXOMSFI;60;179;27;1991-01-04;k o;MALE;Yes;Yes
W0RPH43F;75;163;44;1973-04-11;j o;MALE;No;No
WIVVJP8R;73;171;62;1955-11-08;k l;MALE;No;No
3G2J7KOU;64;161;9;2008-07-17;a g;FEMALE;Yes;Yes
AEBWZYLT;100;200;34;1983-04-25;c g;FEMALE;Yes;No
Z6QH1WRF;105;189;76;1941-09-23;b l;FEMALE;Yes;Yes
PQE3TYOA;78;192;11;2006-08-25;j g;MALE;No;No
V354XNXN;62;162;53;1964-09-07;b l;FEMALE;Yes;No
FPDUQJJU;63;162;48;1969-10-29;c g;FEMALE;Yes;Yes
CVWWTL9J;106;186;21;1996-07-02;a g;FEMALE;Yes;No
TPXSQKJE;87;190;43;1974-09-11;t o;MALE;Yes;No
ATAT18HJ;35;165;56;1962-01-21;a g;FEMALE;Yes;Yes
91ESILVA;48;168;52;1965-08-03;a g;FEMALE;No;No
TOJVM91P;83;180;57;1960-12-01;t l;MALE;Yes;Yes
301HC505;63;164;22;1995-06-14;k g;MALE;Yes;No
MB6LIV7Y;63;191;49;1968-08-04;b g;FEMALE;No;Yes
TLAUY6FG;83;175;23;1994-07-23;a o;FEMALE;No;Yes
KV30IP9A;74;177;33;1984-11-16;c o;FEMALE;Yes;No
GIBI71ZD;71;166;34;1983-04-29;b g;FEMALE;Yes;No
GJYWB7BJ;99;187;52;1965-12-06;t g;MALE;Yes;No
2MJ0E7XQ;65;181;38;1979-03-20;k l;MALE;No;Yes
YIW424ZD;49;160;73;1944-06-03;j o;MALE;Yes;No
TMXUR1QQ;58;172;61;1956-06-29;j g;MALE;Yes;Yes
Q6XTDOCM;75;180;60;1957-04-11;a o;FEMALE;No;No
BGFGMDDY;84;172;58;1960-02-06;c o;FEMALE;Yes;Yes
D89PKIDU;113;194;19;1998-10-20;b g;FEMALE;Yes;Yes
DBO94MEZ;74;194;36;1981-04-01;t l;MALE;No;Yes
UTCZYPZ2;66;192;56;1962-02-08;b l;FEMALE;No;Yes
NWRZKVTH;63;167;60;1957-06-19;c g;FEMALE;No;No
U6WSMTEF;119;194;66;1951-04-27;t o;MALE;Yes;No
OLB6NYU1;50;174;65;1952-03-15;b o;FEMALE;No;No
56ONQP13;70;175;11;2006-11-06;t o;MALE;Yes;No
C35OXPB0;84;173;71;1946-06-17;a o;FEMALE;Yes;No
FJG4WM6P;112;193;35;1982-12-01;t l;MALE;Yes;No
GDXLZ2Y5;116;187;76;1941-09-17;j g;MALE;Yes;No
O0JVDHON;31;161;32;1985-08-12;b l;FEMALE;No;Yes
UX2UC9LE;100;193;18;1999-10-02;c g;FEMALE;Yes;Yes
L21TPVUF;56;166;9;2008-11-04;j g;MALE;Yes;No
R8IXTK40;85;168;50;1968-02-07;j o;MALE;Yes;No
2DM7MFTG;102;196;31;1987-01-16;b l;FEMALE;Yes;No
SLWATGZY;85;197;57;1960-03-17;t g;MALE;No;Yes
A3I5TP2P;81;187;41;1976-03-30;t o;MALE;Yes;No
6BXLHXUM;66;171;13;2004-03-07;k g;MALE;Yes;Yes
IQZ3OWVS;58;167;28;1989-12-14;a o;FEMALE;No;No
I6VE923D;108;181;41;1977-02-03;k g;MALE;No;No
J968R7MD;91;172;22;1995-07-20;t o;MALE;Yes;No
YLME3Z4E;71;198;69;1949-01-06;a l;FEMALE;Yes;Yes
O2RM0YTN;93;180;69;1948-10-28;c l;FEMALE;No;No
ZWA54SFX;65;178;73;1944-02-25;a l;FEMALE;Yes;Yes
6S52BPXS;69;193;20;1997-06-01;a g;FEMALE;No;Yes
IUPBAFHU;98;190;22;1995-12-18;k o;MALE;No;Yes
4547ZE7W;88;193;39;1978-12-24;j l;MALE;Yes;No
SJR9HCX7;84;182;72;1946-01-20;a o;FEMALE;Yes;No
33FBOHE1;56;183;68;1949-12-26;b l;FEMALE;Yes;Yes
